,tweet_id,in_reply_to_status_id,in_reply_to_user_id,timestamp,source,text,retweeted_status_id,retweeted_status_user_id,retweeted_status_timestamp,expanded_urls,rating_numerator,rating_denominator,name,doggo,floofer,pupper,puppo
1364,702899151802126337,,,2016-02-25 16:53:11 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",Say hello to Luna. Her tongue is malfunctioning (tragic). 12/10 please enjoy (vid by @LilyArtz) https://t.co/F9aLnADVIw,,,,https://vine.co/v/i6iIrBwnTFI,12,10,Luna,None,None,None,None
1369,702332542343577600,,,2016-02-24 03:21:41 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",This is Rudy. He's going to be a star. 13/10 talented af (vid by @madalynrossi) https://t.co/Dph4FDGoMd,,,,https://vine.co/v/irlDujgwOjd,13,10,Rudy,None,None,None,None
1376,701805642395348998,,,2016-02-22 16:27:58 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",Please pray for this pupper. Nothing wrong with her she just can't stop getting hit with banana peels. 11/10 https://t.co/8sdVenUAqr,,,,https://vine.co/v/ivV6Y37mH5Z,11,10,None,None,None,pupper,None
1408,699072405256409088,,,2016-02-15 03:27:04 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ERMAHGERD 12/10 please enjoy https://t.co/7WrAWKdBac,,,,https://twitter.com/dog_rates/status/699072405256409088/video/1,12,10,None,None,None,None,None
1409,699060279947165696,,,2016-02-15 02:38:53 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",This is Yukon. He pukes rainbows. 12/10 magical af https://t.co/n6wND1v7il,,,,https://vine.co/v/inlmMHxtqDD,12,10,Yukon,None,None,None,None
1416,698635131305795584,,,2016-02-13 22:29:29 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here we are witnessing five Guatemalan Birch Floofs in their natural habitat. All 12/10 (Vid by @pootdanielle) https://t.co/rb8nzVNh7F,,,,https://twitter.com/dog_rates/status/698635131305795584/video/1,12,10,None,None,None,None,None
1419,698342080612007937,,,2016-02-13 03:05:01 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Maximus. He's training for the tetherball world championship. The grind never stops. 11/10 (vid by @Amuly21) https://t.co/VmFfWMjNkp,,,,https://twitter.com/dog_rates/status/698342080612007937/video/1,11,10,Maximus,None,None,None,None
1427,697630435728322560,,,2016-02-11 03:57:11 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",Pls make sure ur dogs have gone through some barkour training b4 they attempt stunts like this. 8/10 https://t.co/VmF35YvtqP,,,,https://vine.co/v/in7ZzHPKzWz,8,10,None,None,None,None,None
1431,697516214579523584,,,2016-02-10 20:23:19 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",Say hello to Pherb. He does parkour. 9/10 https://t.co/LHFfUyLBZT,,,,https://vine.co/v/i1LriMBmX6W,9,10,Pherb,None,None,None,None
1443,696744641916489729,,,2016-02-08 17:17:22 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",This is Klevin. He doesn't want his family brainwashed by mainstream media. 10/10 (vid by @AshtonHose) https://t.co/ghhbMAFPW8,,,,https://vine.co/v/i1wrljBUjAu,10,10,Klevin,None,None,None,None
1445,696518437233913856,,,2016-02-08 02:18:30 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oh my god 10/10 for every little hot dog pupper,,,,,10,10,None,None,None,pupper,None
1446,696490539101908992,6.964887109012603e+17,4196983835.0,2016-02-08 00:27:39 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",After reading the comments I may have overestimated this pup. Downgraded to a 1/10. Please forgive me,,,,,1,10,None,None,None,None,None
1449,696100768806522880,,,2016-02-06 22:38:50 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",This poor pupper has been stuck in a vortex since last week. Please keep her in your thoughts. 10/10 https://t.co/7ODQWHwYDx,,,,https://vine.co/v/i1KWj0vbvA9,10,10,None,None,None,pupper,None
1459,695064344191721472,,,2016-02-04 02:00:27 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This may be the greatest video I've ever been sent. 4/10 for Charles the puppy, 13/10 overall. (Vid by @stevenxx_) https://t.co/uaJmNgXR2P",,,,https://twitter.com/dog_rates/status/695064344191721472/video/1,4,10,None,None,None,None,None
1461,694925794720792577,,,2016-02-03 16:49:55 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",Please only send in dogs. This t-rex is very scary. 5/10 ...might still pet (vid by @helizabethmicha) https://t.co/Vn6w5w8TO2,,,,https://vine.co/v/iJvUqWQ166L,5,10,None,None,None,None,None
1466,694342028726001664,,,2016-02-02 02:10:14 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",It's okay pup. This happens every time I listen to @adele also. 11/10 (vid by @_larirutschmann) https://t.co/oCImpQuoRb,,,,https://vine.co/v/iJWKejYdLlh,11,10,None,None,None,None,None
1471,693993230313091072,,,2016-02-01 03:04:14 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",These lil fellas are the best of friends. 12/10 for both. 1 like = 1 friend (vid by @CassieBrookee15) https://t.co/gzRghPC61H,,,,https://vine.co/v/i5ETazP5hrm,12,10,None,None,None,None,None
1474,693644216740769793,6.936422321512858e+17,4196983835.0,2016-01-31 03:57:23 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",BREAKING PUPDATE: I've just been notified that (if in U.S.) this dog appears to be operating the vehicle. Upgraded to 10/10. Skilled af,,,,,10,10,None,None,None,None,None
1479,693582294167244802,6.935722159383675e+17,1198988510.0,2016-01-30 23:51:19 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Personally I'd give him an 11/10. Not sure why you think you're qualified to rate such a stellar pup.
@CommonWhiteGirI",,,,,11,10,None,None,None,None,None
1480,693486665285931008,,,2016-01-30 17:31:20 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Lincoln. He doesn't understand his new jacket. 11/10 please enjoy (vid by @GraceIsTheName8) https://t.co/S6cQsIoX27,,,,https://twitter.com/dog_rates/status/693486665285931008/video/1,11,10,Lincoln,None,None,None,None
1482,693267061318012928,,,2016-01-30 02:58:42 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",This is Oscar. He can wave. Friendly af. 12/10 would totally wave back (IG: Oscar.is.bear) https://t.co/waN6EW0wfM,,,,https://vine.co/v/i5n2irFUYWv,12,10,Oscar,None,None,None,None
1486,693109034023534592,,,2016-01-29 16:30:45 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""Thank you friend that was a swell petting"" 11/10 (vid by @MatthewjamesMac) https://t.co/NY3cPAZAIM",,,,https://twitter.com/dog_rates/status/693109034023534592/video/1,11,10,None,None,None,None,None
1497,692423280028966913,6.924173130233324e+17,4196983835.0,2016-01-27 19:05:49 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",PUPDATE: just noticed this dog has some extra legs. Very advanced. Revolutionary af. Upgraded to a 9/10,,,,,9,10,None,None,None,None,None
1502,692041934689402880,,,2016-01-26 17:50:29 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",This is Teddy. His head is too heavy. 13/10 (vid by @jooanrim) https://t.co/sRUpRpGZ3y,,,,https://vine.co/v/iiI3wmqXYmA,13,10,Teddy,None,None,None,None
1505,691793053716221953,,,2016-01-26 01:21:31 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",We usually don't rate penguins but this one is in need of a confidence boost after that slide. 10/10 https://t.co/qnMJHBxPuo,,,,https://vine.co/v/OTTVAKw6YlW,10,10,None,None,None,None,None
1515,690989312272396288,,,2016-01-23 20:07:44 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",We've got a doggy down. Requesting backup. 12/10 for both. Please enjoy  https://t.co/pmarb2dG0e,,,,https://vine.co/v/iOZKZEU2nHq,12,10,None,None,None,None,None
1523,690607260360429569,6.903412535490028e+17,467036706.0,2016-01-22 18:49:36 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",12/10 @LightningHoltt,,,,,12,10,None,None,None,None,None
1528,690348396616552449,,,2016-01-22 01:40:58 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",This is Oddie. He's trying to communicate. 12/10 very solid effort (vid by @kaleseyy) https://t.co/JjxriLqZOL,,,,https://vine.co/v/iejBWerY9X2,12,10,Oddie,None,None,None,None
1534,689993469801164801,,,2016-01-21 02:10:37 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",Here we are witnessing a rare High Stepping Alaskan Floofer. 12/10 dangerously petable (vid by @TheMrsNux) https://t.co/K4s9IJh2jm,,,,https://vine.co/v/ienexVMZgi5,12,10,None,None,floofer,None,None
1545,689289219123089408,,,2016-01-19 03:32:10 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Someone sent me this without any context and every aspect of it is spectacular. 13/10 please enjoy https://t.co/Rxrd4hPmp4,,,,https://twitter.com/dog_rates/status/689289219123089408/video/1,13,10,None,None,None,None,None
1549,689255633275777024,,,2016-01-19 01:18:43 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",This is Ferg. He swallowed a chainsaw. 1 like = 1 prayer 10/10 remain calm Ferg (vid by @calebturer) https://t.co/gOH51Y8Yh1,,,,https://vine.co/v/iOL792n5hz2,10,10,Ferg,None,None,None,None
1562,688211956440801280,,,2016-01-16 04:11:31 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Derby. He's a superstar. 13/10 (vid by @NBohlmann) https://t.co/o4Nfc8WoAO,,,,https://twitter.com/dog_rates/status/688211956440801280/video/1,13,10,Derby,None,None,None,None
1566,687841446767013888,,,2016-01-15 03:39:15 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",13/10 I can't stop watching this (vid by @k8lynwright) https://t.co/nZhhMRr5Hp,,,,https://vine.co/v/iOWwUPH1hrw,13,10,None,None,None,None,None
1570,687732144991551489,,,2016-01-14 20:24:55 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",This is Ember. That's the q-tip she owes money to. 11/10 pay up pup. (vid by @leanda_h) https://t.co/kGRcRjRJRl,,,,https://vine.co/v/iOuMphL5DBY,11,10,Ember,None,None,None,None
1577,687399393394311168,,,2016-01-13 22:22:41 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",This is Barry. He's very fast. I hope he finds what he's looking for. 10/10 (vid by @KeeganWolfe33) https://t.co/nTAsyvbIiO,,,,https://vine.co/v/iM2hLu9LU5i,10,10,Barry,None,None,None,None
1586,686760001961103360,,,2016-01-12 04:01:58 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",This pupper forgot how to walk. 12/10 happens to all of us (vid by @bbuckley96) https://t.co/KFTrkSOuu3,,,,https://vine.co/v/iMvubwT260D,12,10,None,None,None,pupper,None
1592,686394059078897668,,,2016-01-11 03:47:50 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",This pup's having a nightmare that he forgot to type a paper due first thing in the morning. 12/10 (vid by ... https://t.co/CufnbUT0pB,,,,https://vine.co/v/iMqBebnOvav,12,10,None,None,None,None,None
1596,686286779679375361,,,2016-01-10 20:41:33 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",When bae calls your name from across the room. 12/10 (vid by @christinemcc98) https://t.co/xolcXA6gxe,,,,https://vine.co/v/iMZx6aDbExn,12,10,None,None,None,None,None
1598,686035780142297088,6.860340248008622e+17,4196983835.0,2016-01-10 04:04:10 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Yes I do realize a rating of 4/20 would've been fitting. However, it would be unjust to give these cooperative pups that low of a rating",,,,,4,20,None,None,None,None,None
1603,685943807276412928,,,2016-01-09 21:58:42 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is the newly formed pupper a capella group. They're just starting out but I see tons of potential. 8/10 for all https://t.co/wbAcvFoNtn,,,,https://twitter.com/dog_rates/status/685943807276412928/video/1,8,10,the,None,None,pupper,None
1605,685681090388975616,6.855479360386662e+17,4196983835.0,2016-01-09 04:34:45 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Jack deserves another round of applause. If you missed this earlier today I strongly suggest reading it. Wonderful first 14/10 🐶❤️,,,,,14,10,None,None,None,None,None
1607,685663452032069632,,,2016-01-09 03:24:40 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Meet Brooks. He's confused by the almighty ball of tennis. 12/10 

(vid by @PDolan37) https://t.co/AcVWe39nmM",,,,https://twitter.com/dog_rates/status/685663452032069632/video/1,12,10,Brooks,None,None,None,None
1618,684969860808454144,6.849597985851105e+17,4196983835.0,2016-01-07 05:28:35 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","For those who claim this is a goat, u are wrong. It is not the Greatest Of All Time. The rating of 5/10 should have made that clear. Thank u",,,,,5,10,None,None,None,None,None
1625,684830982659280897,,,2016-01-06 20:16:44 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",This little fella really hates stairs. Prefers bush. 13/10 legendary pupper https://t.co/e3LPMAHj7p,,,,https://vine.co/v/eEZXZI1rqxX,13,10,None,None,None,pupper,None
1628,684588130326986752,,,2016-01-06 04:11:43 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",This pupper just got his first kiss. 12/10 he's so happy https://t.co/2sHwD7HztL,,,,https://vine.co/v/ihWIxntjtO7,12,10,None,None,None,pupper,None
1630,684538444857667585,6.844810745593815e+17,4196983835.0,2016-01-06 00:54:18 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","After watching this video, we've determined that Pippa will be upgraded to a 12/10. Please enjoy https://t.co/IKoRK4yoxV",,,,https://twitter.com/dog_rates/status/684538444857667585/video/1,12,10,None,None,None,None,None
1640,684147889187209216,,,2016-01-04 23:02:22 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",This is Sweets the English Bulldog. Waves back to other bikers. 12/10 just a fantastic friendly pupper https://t.co/WYiFzuX7D4,,,,https://vine.co/v/ib2nTOEuuOI,12,10,Sweets,None,None,pupper,None
1646,683834909291606017,,,2016-01-04 02:18:42 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here we see a faulty pupper. Might need to replace batteries. Try turning off &amp; back on again. 9/10 would still pet https://t.co/O1E4AtHVxO,,,,https://twitter.com/dog_rates/status/683834909291606017/video/1,9,10,None,None,None,pupper,None
1650,683515932363329536,,,2016-01-03 05:11:12 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",HEY PUP WHAT'S THE PART OF THE HUMAN BODY THAT CONNECTS THE FOOT AND THE LEG? 11/10 so smart https://t.co/XQ1tRUmO3z,,,,https://vine.co/v/ibvnzrauFuV,11,10,None,None,None,None,None
1663,682808988178739200,6.827884415375606e+17,4196983835.0,2016-01-01 06:22:03 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I'm aware that I could've said 20/16, but here at WeRateDogs we are very professional. An inconsistent rating scale is simply irresponsible",,,,,20,16,None,None,None,None,None
1676,682088079302213632,,,2015-12-30 06:37:25 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",I'm not sure what this dog is doing but it's pretty inspirational. 12/10 https://t.co/4Kn9GEHXiE,,,,https://vine.co/v/iqMjlxULzbn,12,10,None,None,None,None,None
1689,681340665377193984,6.813394486558024e+17,4196983835.0,2015-12-28 05:07:27 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I've been told there's a slight possibility he's checking his mirror. We'll bump to 9.5/10. Still a menace,,,,,5,10,None,None,None,None,None
1706,680805554198020098,,,2015-12-26 17:41:07 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",This guy's dog broke. So sad. 9/10 would still pet https://t.co/BYiXJDEzv7,,,,https://vine.co/v/iAP0Ugzi2PO,9,10,None,None,None,None,None
1714,680440374763077632,,,2015-12-25 17:30:01 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Merry Christmas. My gift to you is this tiny unicorn running into a wall in slow motion. 11/10 https://t.co/UKqIAnR3He,,,,https://twitter.com/dog_rates/status/680440374763077632/video/1,11,10,None,None,None,None,None
1728,679872969355714560,,,2015-12-24 03:55:21 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",This is Rocco. He's in a very intense game of freeze tag. Currently waiting to be unfrozen 10/10 https://t.co/xZXUKVXJ7l,,,,https://vine.co/v/iAAxTbj1UAM,10,10,Rocco,None,None,None,None
1743,679405845277462528,,,2015-12-22 20:59:10 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",Crazy unseen footage from Jurassic Park. 10/10 for both dinosaur puppers https://t.co/L8wt2IpwxO,,,,https://vine.co/v/iKVFEigMLxP,10,10,None,None,None,None,None
1747,679111216690831360,,,2015-12-22 01:28:25 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is officially the greatest yawn of all time. 12/10 https://t.co/4R0Cc0sLVE,,,,https://twitter.com/dog_rates/status/679111216690831360/video/1,12,10,officially,None,None,None,None
1750,679001094530465792,,,2015-12-21 18:10:50 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",This is Rascal. He's paddling an imaginary canoe. 11/10 https://t.co/Ajquq6oGSg,,,,https://vine.co/v/iKIwAzEatd6,11,10,Rascal,None,None,None,None
1760,678708137298427904,,,2015-12-20 22:46:44 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",Here we are witnessing a wild field pupper. Lost his wallet in there. Rather unfortunate. 10/10 good luck pup https://t.co/sZy9Co74Bw,,,,https://vine.co/v/eQjxxYaQ60K,10,10,None,None,None,pupper,None
1766,678399652199309312,,,2015-12-20 02:20:55 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This made my day. 12/10 please enjoy https://t.co/VRTbo3aAcm,,,,https://twitter.com/dog_rates/status/678399652199309312/video/1,12,10,None,None,None,None,None
1774,678023323247357953,6.780211157180293e+17,4196983835.0,2015-12-19 01:25:31 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",After getting lost in Reese's eyes for several minutes we're going to upgrade him to a 13/10,,,,,13,10,None,None,None,None,None
1776,677961670166224897,,,2015-12-18 21:20:32 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",This is Izzy. She's showing off the dance moves she's been working on. 11/10 I guess hard work pays off https://t.co/4JS92YAxTi,,,,https://vine.co/v/iKuMDuYV0aZ,11,10,Izzy,None,None,None,None
1785,677644091929329666,,,2015-12-18 00:18:36 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is a dog swinging. I really enjoyed it so I hope you all do as well. 11/10 https://t.co/Ozo9KHTRND,,,,https://twitter.com/dog_rates/status/677644091929329666/video/1,11,10,a,None,None,None,None
1791,677335745548390400,,,2015-12-17 03:53:20 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",Downright inspiring 12/10 https://t.co/vSLtYBWHcQ,,,,https://vine.co/v/hbLbH77Ar67,12,10,None,None,None,None,None
1801,676957860086095872,,,2015-12-16 02:51:45 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10/10 I'd follow this dog into battle no questions asked https://t.co/ngTNXYQF0L,,,,https://twitter.com/dog_rates/status/676957860086095872/video/1,10,10,None,None,None,None,None
1807,676916996760600576,,,2015-12-16 00:09:23 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",Super speedy pupper. Does not go gentle into that goodnight. 10/10 https://t.co/uPXBXS1XNb,,,,https://vine.co/v/imJ0BdZOJTw,10,10,None,None,None,pupper,None
1813,676776431406465024,,,2015-12-15 14:50:49 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","When someone yells ""cops!"" at a party and you gotta get your drunk friend out of there. 10/10 https://t.co/4rMZi5Ca1k",,,,https://twitter.com/dog_rates/status/676776431406465024/video/1,10,10,None,None,None,None,None
1818,676593408224403456,,,2015-12-15 02:43:33 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",This pupper loves leaves. 11/10 for committed leaf lover https://t.co/APvLqbEhkF,,,,https://vine.co/v/eEQQaPFbgOY,11,10,None,None,None,pupper,None
1819,676590572941893632,6.765883460978524e+17,4196983835.0,2015-12-15 02:32:17 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",After some outrage from the crowd. Bubbles is being upgraded to a 7/10. That's as high as I'm going. Thank you,,,,,7,10,None,None,None,None,None
1834,676121918416756736,,,2015-12-13 19:30:01 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",Here we are witnessing a very excited dog. Clearly has no control over neck movements. 8/10 would still pet https://t.co/ICNIjSkrXs,,,,https://vine.co/v/iZXg7VpeDAv,8,10,None,None,None,None,None
1844,675849018447167488,6.758456573542154e+17,4196983835.0,2015-12-13 01:25:37 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This dog is being demoted to a 9/10 for not wearing a helmet while riding. Gotta stay safe out there. Thank you,,,,,9,10,None,None,None,None,None
1850,675740360753160193,,,2015-12-12 18:13:51 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a pupper licking in slow motion. 12/10 please enjoy https://t.co/AUJi8ujxw9,,,,https://twitter.com/dog_rates/status/675740360753160193/video/1,12,10,None,None,None,pupper,None
1865,675354435921575936,,,2015-12-11 16:40:19 +0000,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Everyone needs to watch this. 13/10 https://t.co/Bb3xnpsWBC,,,,https://twitter.com/dog_rates/status/675354435921575936/video/1,13,10,None,None,None,None,None
1883,674805413498527744,,,2015-12-10 04:18:42 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","When your entire life is crumbling before you and you're trying really hard to hold your shit together.
10/10 https://t.co/vqFkgYPCW8",,,,https://twitter.com/dog_rates/status/674805413498527744/video/1,10,10,None,None,None,None,None
1895,674742531037511680,6.747399531344036e+17,4196983835.0,2015-12-10 00:08:50 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Some clarification is required. The dog is singing Cher and that is more than worthy of an 11/10. Thank you,,,,,11,10,None,None,None,None,None
1905,674606911342424069,6.744688808997888e+17,4196983835.0,2015-12-09 15:09:55 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",The 13/10 also takes into account this impeccable yard. Louis is great but the future dad in me can't ignore that luscious green grass,,,,,13,10,None,None,None,None,None
1914,674330906434379776,6.658146967007232e+17,16374678.0,2015-12-08 20:53:11 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","13/10
@ABC7",,,,,13,10,None,None,None,None,None
1916,674307341513269249,,,2015-12-08 19:19:32 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",This is life-changing. 12/10 https://t.co/SroTpI6psB,,,,https://vine.co/v/i7nWzrenw5h,12,10,life,None,None,None,None
1940,673716320723169284,6.737158618537206e+17,4196983835.0,2015-12-07 04:11:02 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",The millennials have spoken and we've decided to immediately demote to a 1/10. Thank you,,,,,1,10,None,None,None,None,None
2038,671550332464455680,6.715448741650022e+17,4196983835.0,2015-12-01 04:44:10 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",After 22 minutes of careful deliberation this dog is being demoted to a 1/10. The longer you look at him the more terrifying he becomes,,,,,1,10,None,None,None,None,None
2149,669684865554620416,6.693543826270495e+17,4196983835.0,2015-11-26 01:11:28 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",After countless hours of research and hundreds of formula alterations we have concluded that Dug should be bumped to an 11/10,,,,,11,10,None,None,None,None,None
2189,668967877119254528,6.689207171325829e+17,21435658.0,2015-11-24 01:42:25 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","12/10 good shit Bubka
@wane15",,,,,12,10,None,None,None,None,None
2212,668587383441514497,,,2015-11-23 00:30:28 +0000,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",Never forget this vine. You will not stop watching for at least 15 minutes. This is the second coveted.. 13/10 https://t.co/roqIxCvEB3,,,,https://vine.co/v/ea0OwvPTx9l,13,10,the,None,None,None,None
2298,667070482143944705,6.670655355705508e+17,4196983835.0,2015-11-18 20:02:51 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",After much debate this dog is being upgraded to 10/10. I repeat 10/10,,,,,10,10,None,None,None,None,None
